Date,Close,High,Low,Open,Volume
02/01/2015,14.620667457580566,14.883333206176758,14.21733283996582,14.857999801635742,71466000
05/01/2015,14.005999565124512,14.433333396911621,13.810667037963867,14.303333282470703,80527500
06/01/2015,14.085332870483398,14.279999732971191,13.61400032043457,14.003999710083008,93928500
07/01/2015,14.063332557678223,14.31866741,13.985333442687988,14.223333358764648,44526000
08/01/2015,14.041333198547363,14.25333309173584,14.000666618347168,14.187333106994629,51637500
09/01/2015,13.77733325958252,13.998666763305664,13.663999557495117,13.928000450134277,70024500
12/01/2015,13.480667114257812,13.631333351135254,13.283332824707031,13.536666870117188,89254500
13/01/2015,13.616666793823242,13.840666770935059,13.394000053405762,13.554667472839355,67159500
14/01/2015,12.845999717712402,13.013333320617676,12.333333015441895,12.388667106628418,173278500
15/01/2015,12.791333198547363,13.050000190734863,12.666666984558105,12.965999603271484,78247500
16/01/2015,12.871333122253418,12.965999603271484,12.643333435058594,12.713333129882812,54048000
20/01/2015,12.795332908630371,12.941332817077637,12.469332695007324,12.924667358398438,67548000
21/01/2015,13.104666709899902,13.245332717895508,12.633999824523926,12.636667251586914,62295000
22/01/2015,13.441332817077637,13.549332618713379,13.013333320617676,13.133333206176758,61753500
23/01/2015,13.419333457946777,13.566666603088379,13.222000122070312,13.352666854858398,51579000
26/01/2015,13.770000457763672,13.907999992370605,13.403332710266113,13.45533275604248,48517500
27/01/2015,13.732000350952148,13.868666648864746,13.553333282470703,13.628000259399414,41715000
28/01/2015,13.291333198547363,13.758000373840332,13.227999687194824,13.740667343139648,47244000
29/01/2015,13.680000305175781,13.732000350952148,13.100000381469727,13.404666900634766,53221500
30/01/2015,13.573332786560059,13.83133316040039,13.533332824707031,13.597332954406738,45105000
02/02/2015,14.062666893005371,14.130000114440918,13.553333282470703,13.597999572753906,62238000
03/02/2015,14.557332992553711,14.691332817077637,14.084667205810547,14.214667320251465,72393000
04/02/2015,14.569999694824219,14.76533317565918,14.453332901000977,14.552666664123535,49581000
05/02/2015,14.732666969299316,15.031999588012695,14.642666816711426,14.658666610717773,52843500
06/02/2015,14.490667343139648,14.893333435058594,14.433333396911621,14.800000190734863,48658500
09/02/2015,14.498666763305664,14.528667449951172,14.13266658782959,14.358667373657227,52086000
10/02/2015,14.419333457946777,14.699999809265137,14.333333015441895,14.50333309173584,80857500
11/02/2015,14.186667442321777,14.315999984741211,13.81866741,14.147333145141602,146536500
12/02/2015,13.525333404541016,13.53933334350586,12.885333061218262,12.904666900634766,234744000
13/02/2015,13.584667205810547,13.732666969299316,13.394000053405762,13.526666641235352,92865000
17/02/2015,13.623332977294922,13.713333129882812,13.433333396911621,13.713333129882812,59694000
18/02/2015,13.630666732788086,13.744667053222656,13.506667137145996,13.611332893371582,40704000
19/02/2015,14.11400032043457,14.162667274475098,13.583333015441895,13.666666984558105,77311500
20/02/2015,14.473999977111816,14.506667137145996,13.987333297729492,14.052000045776367,89731500
23/02/2015,13.822667121887207,14.546667098999023,13.755332946777344,14.37733268737793,127497000
24/02/2015,13.607333183288574,13.81933307647705,13.446666717529297,13.81933307647705,99054000
25/02/2015,13.583999633789062,13.809332847595215,13.505332946777344,13.662667274475098,58642500
26/02/2015,13.812666893005371,14.072667121887207,13.481332778930664,13.600000381469727,97093500
27/02/2015,13.555999755859375,13.903332710266113,13.520000457763672,13.793333053588867,58231500
02/03/2015,13.155332565307617,13.555999755859375,13.055333137512207,13.513333320617676,118831500
03/03/2015,13.303999900817871,13.349332809448242,13.021332740783691,13.120667457580566,66484500
04/03/2015,13.496000289916992,13.501333236694336,13.147333145141602,13.283332824707031,63330000
05/03/2015,13.375332832336426,13.746000289916992,13.34333324432373,13.523332595825195,73155000
06/03/2015,12.925333023071289,13.383333206176758,12.81000042,13.280667304992676,100686000
09/03/2015,12.725333213806152,12.965999603271484,12.550000190734863,12.959333419799805,101050500
10/03/2015,12.687999725341797,12.899999618530273,12.506667137145996,12.564000129699707,83695500
11/03/2015,12.916000366210938,13.078666687011719,12.734000205993652,12.743332862854004,74623500
12/03/2015,12.73799991607666,12.963333129882812,12.649999618530273,12.916666984558105,62239500
13/03/2015,12.578666687011719,12.783332824707031,12.48799991607666,12.596667289733887,81514500
16/03/2015,13.046667098999023,13.060667037963867,12.653332710266113,12.800000190734863,84432000
17/03/2015,12.982000350952148,13.247332572937012,12.929332733154297,13.028667449951172,73411500
18/03/2015,13.380666732788086,13.392000198364258,12.87399959564209,12.997332572937012,72313500
19/03/2015,13.043333053588867,13.63933277130127,12.968667030334473,13.466667175292969,127128000
20/03/2015,13.20533275604248,13.265999794006348,13.041333198547363,13.16333293914795,64042500
23/03/2015,13.308667182922363,13.366666793823242,13.164667129516602,13.233332633972168,39474000
24/03/2015,13.447999954223633,13.586000442504883,13.316666603088379,13.438667297363281,54748500
25/03/2015,12.953332901000977,13.239333152770996,12.846667289733887,13.218000411987305,85956000
26/03/2015,12.694000244140625,12.986000061035156,12.646666526794434,12.928000450134277,61920000
27/03/2015,12.333333015441895,12.619333267211914,12.09333324432373,12.604666709899902,129073500
30/03/2015,12.704667091369629,12.816666603088379,12.119999885559082,12.390000343322754,151342500
31/03/2015,12.584667205810547,12.917332649230957,12.560667037963867,12.902000427246094,75399000
01/04/2015,12.505999565124512,12.819999694824219,12.403332710266113,12.579999923706055,56919000
02/04/2015,12.733332633972168,12.881999969482422,12.666666984558105,12.682000160217285,75156000
06/04/2015,13.539999961853027,13.850000381469727,13.166666984558105,13.199999809265137,186837000
07/04/2015,13.550000190734863,13.670666694641113,13.409333229064941,13.500666618347168,65218500
08/04/2015,13.844667434692383,14.06000042,13.724666595458984,13.880000114440918,94546500
09/04/2015,14.005999565124512,14.024666786193848,13.74133301,13.895333290100098,57003000
10/04/2015,14.06000042,14.109999656677246,13.933333396911621,13.989999771118164,61015500
13/04/2015,13.985333442687988,14.199999809265137,13.936667442321777,14.029333114624023,56373000
14/04/2015,13.830666542053223,13.965999603271484,13.699999809265137,13.904666900634766,45390000
15/04/2015,13.85533332824707,13.97266674041748,13.773332595825195,13.830666542053223,29286000
16/04/2015,13.779999732971191,13.944666862487793,13.752667427062988,13.846667289733887,24886500
17/04/2015,13.78600025177002,13.791999816894531,13.566666603088379,13.666000366210938,37048500
20/04/2015,13.684666633605957,13.856666564941406,13.59000015258789,13.785332679748535,38389500
21/04/2015,13.96066665649414,14.050000190734863,13.620667457580566,13.720000267028809,51487500
22/04/2015,14.629332542419434,14.791999816894531,14.112667083740234,14.166666984558105,117945000
23/04/2015,14.573332786560059,14.76533317565918,14.476667404174805,14.55133343,66168000
24/04/2015,14.562000274658203,14.720000267028809,14.534000396728516,14.699999809265137,36417000
27/04/2015,15.436667442321777,15.916666984558105,14.800000190734863,14.837332725524902,175089000
28/04/2015,15.36533260345459,15.699999809265137,15.20199966430664,15.649999618530273,91281000
29/04/2015,15.49666690826416,15.664667129516602,15.175333023071289,15.33666706085205,59041500
30/04/2015,15.069999694824219,15.526000022888184,15.011333465576172,15.359333038330078,58678500
01/05/2015,15.06866741,15.451333045959473,14.694000244140625,15.329333305358887,79225500
04/05/2015,15.36733341217041,15.648667335510254,15.140666961669922,15.211999893188477,66519000
05/05/2015,15.529999732971191,15.966667175292969,15.275333404541016,15.850666999816895,86953500
06/05/2015,15.362000465393066,15.631333351135254,15.213333129882812,15.606666564941406,79063500
07/05/2015,15.786666870117188,15.831999778747559,14.683333396911621,14.733332633972168,141838500
08/05/2015,15.77400016784668,15.894000053405762,15.579999923706055,15.732666969299316,70023000
11/05/2015,15.965999603271484,16.191999435424805,15.687333106994629,15.752667427062988,85084500
12/05/2015,16.31599998474121,16.42333221435547,15.879332542419434,16.007333755493164,95451000
13/05/2015,16.211999893188477,16.553333282470703,16.149999618530273,16.507333755493164,81603000
14/05/2015,16.273332595825195,16.326000213623047,16.083332061767578,16.321332931518555,43438500
15/05/2015,16.589332580566406,16.626667022705078,16.166667938232422,16.261999130249023,67914000
18/05/2015,16.583332061767578,16.65999984741211,16.399999618530273,16.46666717529297,50298000
19/05/2015,16.47599983215332,16.733333587646484,16.40999984741211,16.562000274658203,55113000
20/05/2015,16.290000915527344,16.516000747680664,16.091333389282227,16.475332260131836,56334000
21/05/2015,16.374666213989258,16.441333770751953,16.157333374023438,16.20199966430664,29559000
22/05/2015,16.51533317565918,16.573333740234375,16.333999633789062,16.358667373657227,33346500
26/05/2015,16.497333526611328,16.799999237060547,16.433332443237305,16.511999130249023,52480500
27/05/2015,16.495332717895508,16.633333206176758,16.37000084,16.567333221435547,51123000
28/05/2015,16.76333236694336,16.786666870117188,16.336666107177734,16.468666076660156,54709500
29/05/2015,16.719999313354492,16.857999801635742,16.62866783,16.733333587646484,56839500
01/06/2015,16.62999916,16.773332595825195,16.49799919128418,16.76066780090332,37576500
02/06/2015,16.55666732788086,16.626667022705078,16.420000076293945,16.594667434692383,32022000
03/06/2015,16.599332809448242,16.71466636657715,16.46733283996582,16.546667098999023,26722500
04/06/2015,16.39466667175293,16.62000084,16.380666732788086,16.5,36804000
05/06/2015,16.609333038330078,16.64666748046875,16.37866783,16.399999618530273,45330000
08/06/2015,17.086000442504883,17.25,16.687332153320312,16.72333335876465,75255000
09/06/2015,17.066667556762695,17.182666778564453,16.94266700744629,17.02666664123535,39166500
10/06/2015,16.713333129882812,16.933332443237305,16.566667556762695,16.793333053588867,51817500
11/06/2015,16.76066780090332,16.95800018310547,16.69533348083496,16.884000778198242,30661500
12/06/2015,16.71266746520996,16.89733315,16.680667877197266,16.680667877197266,21334500
15/06/2015,16.691999435424805,16.75200080871582,16.400667190551758,16.64666748046875,32793000
16/06/2015,16.874666213989258,16.895999908447266,16.606666564941406,16.67533302307129,29770500
17/06/2015,17.360666275024414,17.624000549316406,16.801332473754883,16.81133270263672,82693500
18/06/2015,17.459333419799805,17.56399917602539,17.334667205810547,17.46666717529297,41740500
19/06/2015,17.500667572021484,17.586666107177734,17.34000015258789,17.49333381652832,36945000
22/06/2015,17.319332122802734,17.626667022705078,17.04599952697754,17.476667404174805,68416500
23/06/2015,17.844667434692383,17.866666793823242,17.238000869750977,17.35466766357422,58062000
24/06/2015,17.67799949645996,17.823333740234375,17.58133316040039,17.798667907714844,36184500
25/06/2015,17.91933250427246,18.09399986,17.683332443237305,17.76333236694336,42738000
26/06/2015,17.805999755859375,17.94066619873047,17.733333587646484,17.926000595092773,57576000
29/06/2015,17.468000411987305,17.729999542236328,17.37999916,17.463333129882812,52183500
30/06/2015,17.884000778198242,18.06133270263672,17.600000381469727,17.65333366394043,46303500
01/07/2015,17.94333267211914,18.174667358398438,17.856666564941406,18.073999404907227,31518000
02/07/2015,18.667999267578125,18.829999923706055,18.220666885375977,18.68000030517578,107458500
06/07/2015,18.648000717163086,18.779333114624023,18.420000076293945,18.591999053955078,61828500
07/07/2015,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767578,91576500
08/07/2015,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500
09/07/2015,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500
10/07/2015,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500
13/07/2015,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500
14/07/2015,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000
15/07/2015,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000
16/07/2015,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000
17/07/2015,18.310667037963867,18.369333267211914,17.883333206176758,18.166667938232422,75061500
20/07/2015,18.817333221435547,19.110000610351562,18.16933250427246,18.333332061767578,74677500
21/07/2015,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500
22/07/2015,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000
23/07/2015,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000
24/07/2015,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500
27/07/2015,16.867332458496094,17.62866783,16.71933364868164,17.495332717895508,70413000
28/07/2015,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,58437000
29/07/2015,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500
30/07/2015,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000
31/07/2015,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000
03/08/2015,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500
04/08/2015,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500
05/08/2015,18.00866699,18.066667556762695,17.360000610351562,17.57200050354004,93214500
06/08/2015,16.408666610717773,17,15.74133301,16.63599967956543,219357000
07/08/2015,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000
10/08/2015,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500
11/08/2015,15.824666976928711,15.953332901000977,15.629332542419434,15.81000042,63973500
12/08/2015,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558105,55920000
13/08/2015,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000
14/08/2015,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000
17/08/2015,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500
18/08/2015,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000
